origin_name,origin_lat,origin_lng,dest_lat,dest_lng,ship_datetime,delivery_datetime,value,weight,cube,brand
Reno NV DC,39.5296,-119.8138,39.8877,-104.8804,2026-01-12 12:12:36,2026-01-12 15:24:48,29.69,4.1,0.58,Summit
Dallas TX DC,32.8998,-96.8379,32.7054,-117.0425,2026-01-05 14:52:30,2026-01-06 12:48:56,36.92,6.5,1.32,Summit
Edison NJ DC,40.5187,-74.4121,34.0995,-118.2771,2026-01-19 08:21:34,2026-01-19 17:40:12,32.83,1.2,0.27,Ridge
Dallas TX DC,32.8998,-96.8379,41.1846,-74.1005,2026-01-16 17:12:00,2026-01-17 08:31:17,22.15,4.7,0.67,Metro
Chicago IL DC,41.85,-87.882,42.3227,-71.1316,2026-01-30 19:20:34,2026-01-31 08:25:07,33.97,7.0,2.03,Horizon
Chicago IL DC,41.85,-87.882,39.9343,-82.9331,2026-01-08 13:46:15,2026-01-08 18:08:37,16.64,18.0,1.79,Metro
Dallas TX DC,32.8998,-96.8379,33.3594,-112.3752,2026-01-16 14:08:03,2026-01-17 08:23:51,40.55,15.6,1.7,Horizon
Chicago IL DC,41.85,-87.882,29.5736,-95.1944,2026-01-13 08:24:10,2026-01-13 17:25:24,63.28,10.1,1.42,Alpine
Reno NV DC,39.5296,-119.8138,47.3619,-122.3595,2026-01-30 12:59:13,2026-01-30 15:12:46,17.44,13.2,1.55,Alpine
Edison NJ DC,40.5187,-74.4121,40.6769,-73.9406,2026-01-09 17:51:18,2026-01-10 10:55:36,24.46,10.1,1.83,Summit
Memphis TN DC,35.1175,-89.9711,41.8121,-87.565,2026-01-08 19:11:47,2026-01-09 08:07:53,23.16,10.2,2.73,Cascade
Memphis TN DC,35.1175,-89.9711,40.8911,-74.0611,2026-01-19 12:03:36,2026-01-20 12:06:09,65.51,1.2,0.19,Summit
Memphis TN DC,35.1175,-89.9711,41.8163,-87.5325,2026-01-02 14:30:13,2026-01-02 14:37:19,14.18,7.8,1.3,Horizon
Edison NJ DC,40.5187,-74.4121,40.7156,-73.9501,2026-01-21 17:14:50,2026-01-22 12:17:07,10.38,2.6,0.66,Metro
Dallas TX DC,32.8998,-96.8379,29.4285,-98.3694,2026-01-08 17:55:38,2026-01-09 10:48:05,3.71,13.1,3.5,Ridge
Dallas TX DC,32.8998,-96.8379,33.9695,-118.3776,2026-01-28 12:33:32,2026-01-29 08:38:01,42.89,20.6,4.79,Atlas
Dallas TX DC,32.8998,-96.8379,40.8599,-74.4127,2026-01-06 13:15:13,2026-01-07 09:11:52,26.43,5.2,0.38,Pacific
Memphis TN DC,35.1175,-89.9711,41.7273,-87.7937,2026-01-28 13:50:22,2026-01-29 10:16:07,67.21,3.9,1.13,Atlas
Memphis TN DC,35.1175,-89.9711,29.8341,-95.3318,2026-01-23 07:47:03,2026-01-23 18:23:50,60.19,0.9,0.09,Metro
Chicago IL DC,41.85,-87.882,29.6108,-98.7906,2026-01-25 13:39:46,2026-01-25 15:01:03,7.11,6.9,0.86,Alpine
Edison NJ DC,40.5187,-74.4121,34.0815,-118.2831,2026-01-14 18:37:18,2026-01-15 09:54:46,14.29,1.7,0.11,Cascade
Atlanta GA DC,33.6407,-84.4277,30.1378,-97.7374,2026-01-13 15:02:25,2026-01-14 12:26:33,43.89,4.4,1.18,Summit
Dallas TX DC,32.8998,-96.8379,29.2691,-98.3645,2026-01-02 08:19:45,2026-01-02 18:01:21,8.25,4.7,0.47,Atlas
Memphis TN DC,35.1175,-89.9711,39.7047,-86.2076,2026-01-24 13:49:25,2026-01-24 16:44:26,7.12,1.1,0.06,Atlas
Memphis TN DC,35.1175,-89.9711,42.042,-87.606,2026-01-25 15:24:26,2026-01-25 15:08:02,146.18,11.5,2.44,Alpine
Edison NJ DC,40.5187,-74.4121,38.8911,-77.0248,2026-01-09 10:01:43,2026-01-09 16:59:17,6.79,10.4,2.46,Horizon
Atlanta GA DC,33.6407,-84.4277,41.936,-87.6899,2026-01-28 13:00:05,2026-01-28 15:06:36,79.01,2.7,0.47,Horizon
Reno NV DC,39.5296,-119.8138,33.9563,-118.2412,2026-01-30 15:37:57,2026-01-30 18:09:25,83.55,3.9,0.75,Pacific
Memphis TN DC,35.1175,-89.9711,29.8259,-95.5007,2026-01-04 09:11:19,2026-01-04 18:12:19,40.38,3.9,0.79,Cascade
Chicago IL DC,41.85,-87.882,30.3339,-97.7834,2026-01-21 11:08:43,2026-01-21 18:55:51,15.78,12.0,0.72,Horizon
Atlanta GA DC,33.6407,-84.4277,33.5442,-84.4926,2026-01-01 15:44:30,2026-01-02 12:08:05,31.66,3.2,0.56,Alpine
Reno NV DC,39.5296,-119.8138,33.0128,-117.248,2026-01-10 17:24:33,2026-01-10 14:56:36,28.57,15.7,3.6,Cascade
Dallas TX DC,32.8998,-96.8379,29.8239,-95.2261,2026-01-16 13:10:49,2026-01-17 09:34:14,153.44,8.1,2.37,Atlas
Memphis TN DC,35.1175,-89.9711,40.4776,-73.9464,2026-01-10 13:29:40,2026-01-11 08:13:30,29.9,5.6,1.26,Cascade
Dallas TX DC,32.8998,-96.8379,42.0646,-87.1373,2026-01-26 12:58:53,2026-01-27 09:32:12,38.56,2.3,0.64,Atlas
Chicago IL DC,41.85,-87.882,36.2146,-86.7779,2026-01-13 11:43:29,2026-01-13 14:34:32,3.03,1.1,0.31,Pacific
Atlanta GA DC,33.6407,-84.4277,36.0163,-95.7957,2026-01-27 19:08:55,2026-01-28 09:37:43,196.73,13.0,3.13,Ridge
Dallas TX DC,32.8998,-96.8379,40.6819,-73.7592,2026-01-10 11:44:00,2026-01-10 18:46:17,18.11,2.6,0.64,Horizon
Atlanta GA DC,33.6407,-84.4277,33.7982,-84.2095,2026-01-04 11:28:11,2026-01-04 17:38:24,53.69,5.9,1.19,Horizon
Edison NJ DC,40.5187,-74.4121,34.0984,-118.3898,2026-01-05 10:22:24,2026-01-06 08:13:33,15.07,3.1,0.54,Atlas
Memphis TN DC,35.1175,-89.9711,36.3353,-95.8541,2026-01-13 09:37:16,2026-01-13 16:52:09,11.3,1.9,0.24,Metro
Reno NV DC,39.5296,-119.8138,37.1846,-121.7589,2026-01-28 13:18:41,2026-01-28 15:55:52,95.57,1.3,0.13,Atlas
Atlanta GA DC,33.6407,-84.4277,28.6672,-81.3932,2026-01-04 18:36:05,2026-01-05 11:03:28,44.42,1.8,0.24,Metro
Edison NJ DC,40.5187,-74.4121,28.4933,-81.4199,2026-01-19 16:19:15,2026-01-19 18:31:24,3.68,2.0,0.51,Metro
Memphis TN DC,35.1175,-89.9711,36.1654,-86.6394,2026-01-07 18:25:35,2026-01-08 11:23:43,7.03,2.9,0.23,Atlas
Dallas TX DC,32.8998,-96.8379,34.1758,-118.5285,2026-01-20 16:04:33,2026-01-21 10:17:53,38.88,6.7,1.41,Horizon
Dallas TX DC,32.8998,-96.8379,30.0147,-95.4517,2026-01-01 13:31:29,2026-01-01 18:20:38,60.94,12.9,3.23,Alpine
Dallas TX DC,32.8998,-96.8379,32.8348,-96.9417,2026-01-25 13:14:11,2026-01-26 10:37:10,5.26,2.7,0.72,Ridge
Edison NJ DC,40.5187,-74.4121,40.58,-74.2161,2026-01-06 14:15:28,2026-01-06 18:16:48,23.21,11.0,3.29,Alpine
Memphis TN DC,35.1175,-89.9711,29.7747,-95.4833,2026-01-30 13:56:26,2026-01-31 11:57:16,69.13,1.7,0.28,Horizon
Reno NV DC,39.5296,-119.8138,29.8668,-97.8354,2026-01-06 10:10:41,2026-01-06 17:44:24,10.15,1.6,0.21,Alpine
Memphis TN DC,35.1175,-89.9711,47.3365,-122.4123,2026-01-20 14:19:22,2026-01-21 10:13:43,55.63,5.2,1.44,Metro
Edison NJ DC,40.5187,-74.4121,40.6908,-73.8351,2026-01-29 15:22:04,2026-01-29 18:25:57,34.69,4.9,0.83,Alpine
Dallas TX DC,32.8998,-96.8379,29.5998,-98.2728,2026-01-17 15:36:52,2026-01-18 11:42:53,16.95,17.0,1.75,Ridge
Memphis TN DC,35.1175,-89.9711,33.7699,-84.209,2026-01-11 10:26:36,2026-01-11 18:15:11,8.15,7.3,0.79,Cascade
Reno NV DC,39.5296,-119.8138,39.9324,-83.2032,2026-01-15 12:28:22,2026-01-16 12:19:31,93.14,3.2,0.7,Horizon
Memphis TN DC,35.1175,-89.9711,38.7097,-90.0587,2026-01-28 16:30:38,2026-01-29 11:11:18,12.58,3.3,0.81,Metro
Chicago IL DC,41.85,-87.882,39.6152,-86.1088,2026-01-07 09:46:30,2026-01-07 17:31:25,73.4,1.1,0.08,Metro
Atlanta GA DC,33.6407,-84.4277,35.1708,-80.7872,2026-01-18 14:11:26,2026-01-18 18:52:09,48.14,6.1,0.49,Pacific
Memphis TN DC,35.1175,-89.9711,35.4354,-80.8992,2026-01-21 13:21:04,2026-01-22 12:12:44,16.53,1.5,0.14,Alpine
Memphis TN DC,35.1175,-89.9711,29.3501,-98.4471,2026-01-05 17:52:51,2026-01-06 06:34:47,61.43,8.0,0.85,Alpine
Dallas TX DC,32.8998,-96.8379,41.7088,-87.5984,2026-01-02 11:19:42,2026-01-02 17:44:01,6.33,8.5,0.44,Metro
Edison NJ DC,40.5187,-74.4121,40.8463,-74.0054,2026-01-23 13:38:13,2026-01-23 16:52:07,46.99,6.3,1.65,Atlas
Atlanta GA DC,33.6407,-84.4277,40.7698,-73.9285,2026-01-09 14:34:22,2026-01-09 17:13:03,8.98,2.2,0.12,Ridge
Chicago IL DC,41.85,-87.882,41.7729,-87.8238,2026-01-26 13:00:08,2026-01-26 17:48:42,55.29,1.1,0.29,Atlas
Dallas TX DC,32.8998,-96.8379,39.5291,-86.3013,2026-01-11 11:05:17,2026-01-11 17:40:05,53.27,43.2,10.44,Metro
Chicago IL DC,41.85,-87.882,41.9286,-87.5142,2026-01-16 15:50:38,2026-01-17 08:00:13,44.57,6.9,1.25,Atlas
Memphis TN DC,35.1175,-89.9711,40.6797,-73.9826,2026-01-22 12:49:21,2026-01-22 16:10:10,33.74,4.3,1.13,Cascade
Reno NV DC,39.5296,-119.8138,33.4708,-112.0769,2026-01-12 10:51:07,2026-01-13 12:43:25,96.61,12.7,2.37,Cascade
Memphis TN DC,35.1175,-89.9711,41.1224,-95.7062,2026-01-22 12:09:53,2026-01-22 18:36:46,64.52,2.1,0.35,Horizon
Edison NJ DC,40.5187,-74.4121,35.1453,-81.0023,2026-01-25 08:38:03,2026-01-25 16:03:56,9.15,5.9,1.39,Pacific
Edison NJ DC,40.5187,-74.4121,40.9531,-73.7696,2026-01-27 12:09:47,2026-01-27 15:59:12,28.45,1.6,0.44,Horizon
Reno NV DC,39.5296,-119.8138,32.5712,-117.2674,2026-01-25 14:09:02,2026-01-26 08:04:25,125.2,15.1,4.24,Atlas
Dallas TX DC,32.8998,-96.8379,33.5936,-112.0084,2026-01-25 22:15:56,2026-01-26 11:16:56,30.38,5.4,1.54,Summit
Edison NJ DC,40.5187,-74.4121,32.6537,-96.7504,2026-01-27 20:12:16,2026-01-28 11:46:32,15.86,4.4,0.3,Horizon
Memphis TN DC,35.1175,-89.9711,45.0614,-93.2364,2026-01-09 12:24:49,2026-01-09 18:18:15,110.75,3.0,0.45,Summit
Reno NV DC,39.5296,-119.8138,32.6546,-116.9855,2026-01-04 12:54:48,2026-01-04 18:00:36,133.61,3.5,0.9,Horizon
Edison NJ DC,40.5187,-74.4121,35.8591,-86.7123,2026-01-29 16:29:16,2026-01-30 10:37:53,30.84,3.6,0.29,Cascade
Edison NJ DC,40.5187,-74.4121,32.5888,-116.8877,2026-01-17 16:03:53,2026-01-18 06:22:17,151.1,1.3,0.21,Cascade
Memphis TN DC,35.1175,-89.9711,40.7577,-73.9322,2026-01-13 16:51:04,2026-01-14 12:54:33,17.64,1.3,0.27,Horizon
Reno NV DC,39.5296,-119.8138,33.9492,-118.3675,2026-01-24 15:40:13,2026-01-25 09:00:23,44.84,13.6,4.07,Horizon
Dallas TX DC,32.8998,-96.8379,40.2526,-73.9573,2026-01-12 08:38:37,2026-01-12 17:28:41,109.08,3.8,1.0,Cascade
Chicago IL DC,41.85,-87.882,41.6964,-87.3302,2026-01-03 10:15:31,2026-01-03 16:53:55,25.82,19.9,4.35,Alpine
Reno NV DC,39.5296,-119.8138,41.7986,-87.7458,2026-01-30 09:11:07,2026-01-30 15:54:36,36.19,6.6,0.39,Alpine
Chicago IL DC,41.85,-87.882,38.5266,-90.1483,2026-01-27 12:54:11,2026-01-27 18:25:35,48.95,6.5,1.77,Ridge
Chicago IL DC,41.85,-87.882,40.8524,-74.1444,2026-01-06 18:39:52,2026-01-07 07:18:55,29.13,4.8,1.23,Horizon
Edison NJ DC,40.5187,-74.4121,40.7661,-73.8451,2026-01-01 14:56:03,2026-01-01 14:38:17,50.6,2.2,0.12,Cascade
Edison NJ DC,40.5187,-74.4121,42.1846,-71.0032,2026-01-30 10:37:27,2026-01-30 16:16:40,16.41,3.4,0.85,Summit
Dallas TX DC,32.8998,-96.8379,34.1752,-118.0162,2026-01-24 17:12:27,2026-01-25 06:47:05,9.29,5.7,1.27,Summit
Memphis TN DC,35.1175,-89.9711,41.9506,-87.594,2026-01-27 13:16:30,2026-01-28 11:58:58,94.0,4.4,0.47,Cascade
Reno NV DC,39.5296,-119.8138,40.9552,-73.9587,2026-01-22 18:35:14,2026-01-23 07:39:11,96.83,3.2,0.9,Pacific
Dallas TX DC,32.8998,-96.8379,32.8171,-96.6928,2026-01-14 13:49:08,2026-01-14 18:23:44,49.05,7.8,0.55,Atlas
Edison NJ DC,40.5187,-74.4121,40.676,-74.1341,2026-01-10 15:59:31,2026-01-10 14:00:38,13.49,17.6,3.33,Pacific
Chicago IL DC,41.85,-87.882,42.8344,-87.639,2026-01-08 14:56:43,2026-01-09 08:52:27,9.07,1.8,0.48,Horizon
Dallas TX DC,32.8998,-96.8379,29.7898,-95.0299,2026-01-19 18:08:51,2026-01-20 11:38:27,44.42,1.7,0.38,Alpine
Chicago IL DC,41.85,-87.882,32.7547,-117.3109,2026-01-26 07:40:58,2026-01-26 16:22:31,57.99,4.6,1.19,Cascade
Chicago IL DC,41.85,-87.882,40.7943,-74.0743,2026-01-05 11:46:55,2026-01-05 18:50:02,16.47,2.8,0.68,Summit
Atlanta GA DC,33.6407,-84.4277,25.9231,-80.3359,2026-01-28 11:12:15,2026-01-28 16:58:03,14.97,4.5,0.25,Alpine
Memphis TN DC,35.1175,-89.9711,25.7321,-80.1539,2026-01-06 11:05:11,2026-01-06 17:44:59,8.91,2.2,0.37,Pacific
Dallas TX DC,32.8998,-96.8379,34.0628,-118.258,2026-01-11 07:26:08,2026-01-11 15:30:27,118.49,0.9,0.09,Horizon
Dallas TX DC,32.8998,-96.8379,29.7663,-95.2084,2026-01-30 13:14:40,2026-01-31 08:14:42,13.18,12.0,1.53,Pacific
Dallas TX DC,32.8998,-96.8379,34.0709,-118.2749,2026-01-16 10:10:33,2026-01-17 10:31:40,4.35,7.9,1.41,Pacific
Atlanta GA DC,33.6407,-84.4277,27.954,-82.643,2026-01-24 12:49:29,2026-01-25 12:54:29,16.46,4.5,0.84,Metro
Chicago IL DC,41.85,-87.882,40.7409,-73.9664,2026-01-20 08:56:21,2026-01-20 16:58:32,438.32,2.9,0.44,Ridge
Memphis TN DC,35.1175,-89.9711,35.3349,-80.5792,2026-01-16 18:46:42,2026-01-17 12:15:02,97.07,4.6,0.5,Metro
Atlanta GA DC,33.6407,-84.4277,33.0204,-96.7835,2026-01-18 11:35:50,2026-01-18 16:03:19,43.62,7.2,0.62,Pacific
Dallas TX DC,32.8998,-96.8379,30.1801,-97.7039,2026-01-11 17:42:50,2026-01-12 09:40:18,21.68,1.5,0.25,Pacific
Edison NJ DC,40.5187,-74.4121,29.6809,-95.4239,2026-01-11 08:58:25,2026-01-11 14:35:56,29.2,3.6,0.63,Pacific
Reno NV DC,39.5296,-119.8138,33.3823,-112.2166,2026-01-10 13:10:28,2026-01-10 15:39:37,50.78,5.4,1.59,Ridge
Edison NJ DC,40.5187,-74.4121,42.4839,-70.9595,2026-01-02 14:09:38,2026-01-03 12:32:39,20.76,6.4,0.35,Cascade
Dallas TX DC,32.8998,-96.8379,33.9854,-118.0413,2026-01-21 15:44:33,2026-01-21 16:29:22,11.75,13.2,2.71,Summit
Edison NJ DC,40.5187,-74.4121,39.009,-76.8162,2026-01-05 14:09:02,2026-01-06 12:06:12,25.24,8.2,2.24,Atlas
Reno NV DC,39.5296,-119.8138,33.2991,-112.0037,2026-01-18 12:14:29,2026-01-18 17:40:31,169.72,2.7,0.44,Cascade
Chicago IL DC,41.85,-87.882,28.1664,-82.5971,2026-01-15 17:57:12,2026-01-16 11:36:49,7.7,1.6,0.42,Pacific
Memphis TN DC,35.1175,-89.9711,36.2426,-95.8662,2026-01-22 15:33:25,2026-01-22 17:04:05,55.24,2.7,0.4,Alpine
Chicago IL DC,41.85,-87.882,30.2033,-97.8111,2026-01-05 14:19:24,2026-01-06 12:38:01,113.8,5.5,1.44,Cascade
Dallas TX DC,32.8998,-96.8379,32.8501,-96.8365,2026-01-28 15:43:27,2026-01-29 10:16:53,44.72,4.7,1.24,Metro
Dallas TX DC,32.8998,-96.8379,47.5765,-122.4009,2026-01-07 16:03:32,2026-01-08 11:19:59,55.83,1.1,0.08,Pacific
Chicago IL DC,41.85,-87.882,42.1686,-71.2411,2026-01-22 11:18:07,2026-01-22 18:30:51,2.51,3.9,0.63,Cascade
Atlanta GA DC,33.6407,-84.4277,34.1267,-118.3747,2026-01-12 11:53:31,2026-01-13 09:13:14,57.67,2.5,0.17,Ridge
Memphis TN DC,35.1175,-89.9711,35.7768,-95.8886,2026-01-05 13:43:37,2026-01-05 14:23:04,14.26,1.8,0.14,Horizon
Memphis TN DC,35.1175,-89.9711,35.9907,-86.8535,2026-01-05 14:36:30,2026-01-05 14:22:41,24.81,11.0,2.63,Ridge
Atlanta GA DC,33.6407,-84.4277,40.9869,-74.033,2026-01-11 12:54:57,2026-01-11 17:43:08,12.18,10.5,2.28,Metro
Reno NV DC,39.5296,-119.8138,37.3097,-121.7566,2026-01-01 13:10:20,2026-01-01 15:09:49,11.3,8.6,2.19,Horizon
Memphis TN DC,35.1175,-89.9711,29.4847,-98.6673,2026-01-15 18:52:07,2026-01-16 11:38:23,4.52,2.8,0.31,Cascade
Atlanta GA DC,33.6407,-84.4277,40.9318,-73.7366,2026-01-14 14:30:21,2026-01-15 12:41:38,61.81,22.8,4.37,Alpine
Atlanta GA DC,33.6407,-84.4277,33.8717,-118.3409,2026-01-08 13:30:15,2026-01-09 08:19:29,46.12,1.5,0.18,Alpine
Dallas TX DC,32.8998,-96.8379,32.7298,-117.3941,2026-01-14 16:18:52,2026-01-15 07:37:42,15.28,3.8,0.46,Atlas
Chicago IL DC,41.85,-87.882,40.8343,-74.0146,2026-01-16 13:19:40,2026-01-16 16:12:52,94.26,8.8,1.87,Summit
Atlanta GA DC,33.6407,-84.4277,33.6991,-84.3206,2026-01-07 12:54:54,2026-01-07 14:59:54,32.42,4.6,1.21,Summit
Dallas TX DC,32.8998,-96.8379,29.4665,-98.468,2026-01-04 12:47:36,2026-01-04 16:45:30,16.24,3.2,0.51,Alpine
Dallas TX DC,32.8998,-96.8379,33.5523,-112.5449,2026-01-05 17:03:26,2026-01-05 14:07:35,6.32,4.7,1.04,Metro
Memphis TN DC,35.1175,-89.9711,44.6877,-93.4104,2026-01-26 13:39:07,2026-01-26 15:59:14,16.71,5.4,0.85,Summit
Reno NV DC,39.5296,-119.8138,27.8641,-82.468,2026-01-05 16:45:50,2026-01-06 09:39:32,22.22,2.8,0.24,Alpine
Edison NJ DC,40.5187,-74.4121,34.1965,-118.086,2026-01-02 07:53:41,2026-01-02 15:21:49,11.61,9.9,1.7,Ridge
Atlanta GA DC,33.6407,-84.4277,29.4574,-98.6597,2026-01-01 10:32:14,2026-01-01 17:00:19,23.98,2.1,0.37,Atlas
Chicago IL DC,41.85,-87.882,41.7462,-87.2971,2026-01-24 14:52:43,2026-01-25 11:02:44,88.97,11.6,1.62,Alpine
Edison NJ DC,40.5187,-74.4121,40.9248,-73.8949,2026-01-02 15:00:13,2026-01-02 15:46:41,50.42,6.3,1.17,Pacific
Edison NJ DC,40.5187,-74.4121,38.8341,-76.9047,2026-01-28 18:33:00,2026-01-29 11:18:24,26.86,15.2,1.47,Metro
Memphis TN DC,35.1175,-89.9711,29.4026,-95.5402,2026-01-12 11:14:07,2026-01-12 16:17:41,5.23,2.1,0.2,Atlas
Edison NJ DC,40.5187,-74.4121,40.7187,-74.1014,2026-01-18 13:43:17,2026-01-18 14:26:24,42.9,5.2,1.31,Cascade
Reno NV DC,39.5296,-119.8138,39.615,-104.9973,2026-01-09 20:23:30,2026-01-10 06:12:17,21.67,6.0,0.83,Cascade
Edison NJ DC,40.5187,-74.4121,40.7976,-73.8795,2026-01-05 14:47:49,2026-01-06 12:41:44,26.03,5.0,0.37,Alpine
Edison NJ DC,40.5187,-74.4121,40.5819,-73.9699,2026-01-07 13:54:25,2026-01-08 08:09:31,47.49,7.0,0.8,Horizon
Edison NJ DC,40.5187,-74.4121,40.7221,-74.273,2026-01-27 11:35:29,2026-01-27 18:32:58,95.23,3.7,0.39,Ridge
Reno NV DC,39.5296,-119.8138,33.9556,-118.3601,2026-01-11 16:10:19,2026-01-12 10:57:37,111.54,8.9,2.2,Metro
Memphis TN DC,35.1175,-89.9711,35.1995,-90.194,2026-01-14 14:03:19,2026-01-14 17:03:48,103.2,4.6,0.78,Atlas
Chicago IL DC,41.85,-87.882,40.7406,-74.0675,2026-01-06 21:29:31,2026-01-07 06:03:12,67.74,2.1,0.39,Alpine
Chicago IL DC,41.85,-87.882,41.7106,-87.7144,2026-01-02 19:10:12,2026-01-03 10:56:01,128.37,2.8,0.29,Horizon
Edison NJ DC,40.5187,-74.4121,40.8514,-74.3551,2026-01-25 16:02:55,2026-01-26 10:57:51,44.74,13.7,0.69,Cascade
Chicago IL DC,41.85,-87.882,30.0419,-95.4192,2026-01-17 13:45:58,2026-01-17 14:01:12,71.03,4.8,1.35,Cascade
Memphis TN DC,35.1175,-89.9711,40.6553,-74.2301,2026-01-03 13:16:40,2026-01-04 08:15:50,52.9,8.6,2.48,Metro
Edison NJ DC,40.5187,-74.4121,40.6978,-73.9723,2026-01-03 07:45:07,2026-01-03 15:20:43,4.11,2.1,0.12,Atlas
Edison NJ DC,40.5187,-74.4121,40.5868,-73.7486,2026-01-29 15:04:46,2026-01-29 16:53:39,143.27,7.4,2.0,Pacific
Dallas TX DC,32.8998,-96.8379,32.6099,-96.781,2026-01-19 13:22:38,2026-01-19 17:21:55,20.73,2.8,0.25,Cascade
Edison NJ DC,40.5187,-74.4121,33.3146,-112.1684,2026-01-13 15:16:19,2026-01-14 08:31:13,1.48,1.5,0.17,Alpine
Atlanta GA DC,33.6407,-84.4277,35.1276,-81.0219,2026-01-07 13:55:50,2026-01-07 17:30:06,45.06,1.8,0.49,Cascade
Dallas TX DC,32.8998,-96.8379,30.179,-97.6604,2026-01-28 15:36:45,2026-01-29 09:24:30,74.15,15.2,1.48,Summit
Edison NJ DC,40.5187,-74.4121,38.9549,-77.0304,2026-01-17 14:13:54,2026-01-18 12:55:22,5.63,4.9,0.95,Metro
Edison NJ DC,40.5187,-74.4121,35.1029,-80.8001,2026-01-26 14:05:17,2026-01-27 09:50:09,36.48,4.7,1.13,Alpine
Atlanta GA DC,33.6407,-84.4277,37.1332,-121.6736,2026-01-02 10:39:19,2026-01-02 15:06:20,41.59,2.1,0.51,Alpine
Atlanta GA DC,33.6407,-84.4277,29.787,-95.2362,2026-01-11 12:16:46,2026-01-11 18:45:18,90.7,18.1,2.52,Ridge
Atlanta GA DC,33.6407,-84.4277,41.5995,-87.7552,2026-01-18 16:54:33,2026-01-19 11:46:05,11.19,4.4,0.38,Horizon
Chicago IL DC,41.85,-87.882,33.953,-118.3904,2026-01-13 19:06:56,2026-01-14 09:15:45,103.24,1.1,0.21,Alpine
Chicago IL DC,41.85,-87.882,40.7485,-73.9829,2026-01-28 16:57:32,2026-01-29 10:05:15,26.01,7.3,0.83,Pacific
Edison NJ DC,40.5187,-74.4121,34.1145,-118.5617,2026-01-14 12:57:49,2026-01-15 08:30:21,389.82,7.0,1.37,Ridge
Memphis TN DC,35.1175,-89.9711,35.3615,-90.1292,2026-01-26 18:32:44,2026-01-26 16:44:41,16.65,2.3,0.12,Pacific
Atlanta GA DC,33.6407,-84.4277,34.1374,-118.2824,2026-01-19 14:57:40,2026-01-20 08:06:27,32.23,5.1,0.63,Alpine
Chicago IL DC,41.85,-87.882,45.1397,-93.1879,2026-01-01 18:07:07,2026-01-02 12:02:51,19.32,3.8,0.95,Ridge
Edison NJ DC,40.5187,-74.4121,40.7274,-74.2319,2026-01-03 16:26:56,2026-01-04 11:25:20,33.4,4.8,1.38,Cascade
Atlanta GA DC,33.6407,-84.4277,39.8546,-105.1253,2026-01-30 12:51:04,2026-01-31 10:03:25,15.73,2.0,0.28,Cascade
Reno NV DC,39.5296,-119.8138,34.0595,-118.3956,2026-01-30 16:37:03,2026-01-30 18:52:47,74.05,4.9,0.82,Alpine
Chicago IL DC,41.85,-87.882,40.8143,-74.1586,2026-01-14 15:37:54,2026-01-14 17:57:06,67.22,7.1,1.13,Horizon
Atlanta GA DC,33.6407,-84.4277,40.4867,-73.9333,2026-01-30 13:53:30,2026-01-30 17:24:43,91.25,12.5,2.21,Alpine
Atlanta GA DC,33.6407,-84.4277,33.9502,-84.4389,2026-01-16 12:59:11,2026-01-16 18:33:26,15.21,7.1,1.63,Pacific
Edison NJ DC,40.5187,-74.4121,40.0177,-83.0262,2026-01-08 16:31:51,2026-01-09 10:08:39,23.8,3.1,0.65,Alpine
Atlanta GA DC,33.6407,-84.4277,34.1134,-118.3884,2026-01-23 13:37:22,2026-01-23 15:26:49,40.18,1.3,0.35,Cascade
Dallas TX DC,32.8998,-96.8379,30.3009,-97.666,2026-01-29 11:16:54,2026-01-29 16:53:36,48.05,4.3,0.41,Summit
Edison NJ DC,40.5187,-74.4121,40.6634,-73.9138,2026-01-21 14:22:14,2026-01-21 15:20:44,140.81,3.6,0.54,Ridge
Reno NV DC,39.5296,-119.8138,36.1236,-95.705,2026-01-17 15:35:42,2026-01-18 10:59:15,9.95,0.9,0.16,Atlas
Edison NJ DC,40.5187,-74.4121,29.4855,-98.4327,2026-01-21 12:34:14,2026-01-22 11:16:29,64.7,6.6,1.41,Alpine
Edison NJ DC,40.5187,-74.4121,35.4243,-80.7748,2026-01-04 14:57:42,2026-01-04 14:50:09,32.31,5.4,1.35,Summit
Atlanta GA DC,33.6407,-84.4277,29.6156,-95.3793,2026-01-21 13:31:28,2026-01-22 12:37:18,24.19,4.6,0.29,Ridge
Dallas TX DC,32.8998,-96.8379,29.5694,-95.4776,2026-01-15 13:43:39,2026-01-15 14:36:01,23.1,28.4,5.26,Pacific
Edison NJ DC,40.5187,-74.4121,38.9445,-77.1488,2026-01-11 17:47:33,2026-01-12 11:21:35,19.03,4.5,1.34,Pacific
Dallas TX DC,32.8998,-96.8379,34.1153,-118.1252,2026-01-27 07:15:04,2026-01-27 16:59:03,23.83,1.6,0.41,Summit
Memphis TN DC,35.1175,-89.9711,39.8413,-86.1127,2026-01-29 10:01:15,2026-01-29 17:44:50,16.02,3.1,0.54,Ridge
Edison NJ DC,40.5187,-74.4121,40.66,-73.7943,2026-01-30 13:27:34,2026-01-31 09:54:03,5.22,2.3,0.22,Ridge
Edison NJ DC,40.5187,-74.4121,40.7934,-73.9976,2026-01-07 16:54:23,2026-01-07 18:21:28,118.81,4.5,0.93,Alpine
Chicago IL DC,41.85,-87.882,39.6868,-104.6344,2026-01-08 11:50:17,2026-01-08 14:06:49,30.34,4.0,0.85,Summit
